date,region,max_temp,min_temp,humidity,wind_speed,pressure,rainfall,uv_index,max_temp_today,max_temp_yesterday,max_temp_2days_ago,avg_temp_3days,rainfall_3days,heatwave
2023-04-01,Delhi,41.31813895715538,22.1726612963711,48.81721754388835,7.763359652319075,1008.0125212518745,2.911545415901954,7.8933191423906806,41.31813895715538,39.31813895715538,37.31813895715538,39.31813895715538,1.455772707950977,1
2023-04-01,Mumbai,36.83746327654304,27.320431624610762,71.78946651627552,6.546080484920564,1006.6022846840901,0.7373691572235507,5.13395003671698,36.83746327654304,34.83746327654304,32.83746327654304,34.83746327654304,0.36868457861177534,0
2023-04-01,Chennai,35.2696161161168,29.541744893735757,24.38879641779254,10.30867995264289,1004.7615128026193,8.696767485017094,9.642226436475745,35.2696161161168,33.2696161161168,31.2696161161168,33.2696161161168,4.348383742508547,0
2023-04-01,Kolkata,41.111402390354044,26.505512378890067,34.83921530249377,13.419185261589242,1014.7547013119021,6.1519705611831075,9.051374559909538,41.111402390354044,39.111402390354044,37.111402390354044,39.111402390354044,3.0759852805915537,1
2023-04-01,Jaipur,38.14838694775681,26.722816801430536,36.80157788660377,17.0918515385454,1007.4873892053274,0.33498385300483335,9.176255271588335,38.14838694775681,36.14838694775681,34.14838694775681,36.14838694775681,0.16749192650241668,0
2023-04-01,Lucknow,40.316815275694026,23.14335462283473,52.724527219453215,11.095219696301987,1014.5224712757807,5.587335047766371,6.187448384311198,40.316815275694026,38.316815275694026,36.316815275694026,38.316815275694026,2.7936675238831854,1
2023-04-01,Patna,42.860680427562805,26.584928275252985,23.662940828245475,6.109046209683783,1012.3183809494096,5.634026910411719,8.115595715619357,42.860680427562805,40.860680427562805,38.860680427562805,40.860680427562805,2.8170134552058594,1
2023-04-01,Hyderabad,36.24510423758142,24.024632489085853,74.28967559601945,12.237502773428359,1001.9515112968684,8.76771101166685,7.488377206786382,36.24510423758142,34.24510423758142,32.24510423758142,34.24510423758142,4.383855505833425,0
2023-04-01,Bangalore,44.3641331270899,29.398312981784173,73.41107344435139,8.713712938631376,1014.8069096477589,0.5242533444452572,5.936287010825854,44.3641331270899,42.3641331270899,40.3641331270899,42.3641331270899,0.2621266722226286,1
2023-04-01,Ahmedabad,39.68383906343292,28.487721814380016,75.41871970594951,11.859922645705165,1014.9801845975575,6.64676319309657,7.7120430558907,39.68383906343292,37.68383906343292,35.68383906343292,37.68383906343292,3.323381596548285,0
2023-04-02,Delhi,44.07625318488538,25.02190447362706,56.14203064157106,6.73338916899265,1013.3322761456769,8.260003168850085,6.479358186163237,44.07625318488538,42.07625318488538,40.07625318488538,42.07625318488538,4.130001584425043,1
2023-04-02,Mumbai,40.64754193925871,23.06998276981506,59.26814817028104,15.720657364760507,1010.903405400653,4.975286883611093,6.496168262987035,40.64754193925871,38.64754193925871,36.64754193925871,38.64754193925871,2.4876434418055466,1
2023-04-02,Chennai,36.46816481966972,29.092070911079787,53.17527666348413,17.255795356200615,1009.1932951923163,7.942045323132368,5.067424651695176,36.46816481966972,34.46816481966972,32.46816481966972,34.46816481966972,3.971022661566184,0
2023-04-02,Kolkata,36.05727885322461,25.425362744184667,44.07292228062849,6.094230733937758,1013.0016765189771,1.2697799648268377,5.3287703936770034,36.05727885322461,34.05727885322461,32.05727885322461,34.05727885322461,0.6348899824134189,0
2023-04-02,Jaipur,44.362798952059336,29.704627443848285,82.83929030384147,8.96210628861575,1007.9288921074346,6.618088702713937,5.76332323308251,44.362798952059336,42.362798952059336,40.362798952059336,42.362798952059336,3.3090443513569685,1
2023-04-02,Lucknow,42.4890002244473,29.104162903781692,24.629073635319997,10.782993253838839,1004.2459699646586,9.025973489001714,5.999266844836929,42.4890002244473,40.4890002244473,38.4890002244473,40.4890002244473,4.512986744500857,1
2023-04-02,Patna,39.37332608564006,26.476036203875687,41.52508110125274,16.063742556931977,1005.1838534534767,7.229459071813075,5.435104556087397,39.37332608564006,37.37332608564006,35.37332608564006,37.37332608564006,3.6147295359065374,0
2023-04-02,Hyderabad,42.27839638602624,24.70898991772535,26.010331618271138,13.998899604840043,1007.7047701487709,3.3889181903247434,5.785404695931192,42.27839638602624,40.27839638602624,38.27839638602624,40.27839638602624,1.6944590951623717,1
2023-04-02,Bangalore,39.899814751714516,28.490849393574315,23.349625006247802,6.550625160471041,1013.2147376188647,8.379314126330492,8.196097727358696,39.899814751714516,37.899814751714516,35.899814751714516,37.899814751714516,4.189657063165246,0
2023-04-02,Ahmedabad,36.368553818464626,27.745841662748656,27.536490025593103,11.921153905259093,1010.2113021184559,4.819304878816385,9.297955290674082,36.368553818464626,34.368553818464626,32.368553818464626,34.368553818464626,2.4096524394081924,0
2023-04-03,Delhi,42.4284531111178,27.527244558711,52.153516075787245,14.266940867696267,1007.3543348113368,7.862550317984429,7.434961041316325,42.4284531111178,40.4284531111178,38.4284531111178,40.4284531111178,3.9312751589922144,1
2023-04-03,Mumbai,34.46839867903755,29.47384297942694,34.070182905062,11.956554563253164,1006.8320091212167,2.9576157815863766,9.454817656209693,34.46839867903755,32.46839867903755,30.46839867903755,32.46839867903755,1.4788078907931883,0
2023-04-03,Chennai,35.51276212537735,25.883560484840277,31.098666113585566,11.90332178459018,1003.5855946554769,6.94521554793087,9.034004763159427,35.51276212537735,33.51276212537735,31.51276212537735,33.51276212537735,3.472607773965435,0
2023-04-03,Kolkata,34.923257854973116,26.979421510355465,70.06593942213686,14.783068443528641,1011.9414649949812,1.1959381311962987,5.64639684838574,34.923257854973116,32.923257854973116,30.923257854973116,32.923257854973116,0.5979690655981493,0
2023-04-03,Jaipur,40.79741778357995,22.046348967466926,46.10527788480407,10.970030929420293,1005.3912730287843,6.503914378553386,8.307864614604979,40.79741778357995,38.79741778357995,36.79741778357995,38.79741778357995,3.251957189276693,1
2023-04-03,Lucknow,35.535573603430265,26.5751765222712,64.02630916735468,17.986555396890065,1000.3256023366426,7.366586519693006,6.417098054882633,35.535573603430265,33.535573603430265,31.535573603430265,33.535573603430265,3.683293259846503,0
2023-04-03,Patna,41.561237328530915,22.362175823964236,65.09843655467598,8.605077107390105,1003.1657373372091,7.40947784775755,6.670640146558618,41.561237328530915,39.561237328530915,37.561237328530915,39.561237328530915,3.704738923878775,1
2023-04-03,Hyderabad,35.02191394198392,22.74716558145299,20.731665714321924,17.938780912068996,1010.5321251953583,4.8424750932028795,7.901545892408144,35.02191394198392,33.02191394198392,31.021913941983918,33.02191394198392,2.4212375466014397,0
2023-04-03,Bangalore,35.72284024347432,25.311355234738123,42.12032411545018,7.542645522742204,1007.6612107138455,2.184388968152087,6.930611646784451,35.72284024347432,33.72284024347432,31.722840243474323,33.72284024347432,1.0921944840760436,0
2023-04-03,Ahmedabad,44.21530149836145,24.144282208490797,76.20480773192516,7.781487325401728,1011.4259949058348,8.550649327863193,6.348754750132361,44.21530149836145,42.21530149836145,40.21530149836145,42.21530149836145,4.275324663931596,1
2023-04-04,Delhi,36.55564844809215,26.48802134213678,45.23311734234247,10.501328105645303,1010.7384238267141,9.938256832404306,5.793024681233607,36.55564844809215,34.55564844809215,32.55564844809215,34.55564844809215,4.969128416202153,0
2023-04-04,Mumbai,40.879408613501454,23.800599052824218,87.36565307522065,6.177124579646591,1009.2846724351612,8.968984085264623,8.442535122423436,40.879408613501454,38.879408613501454,36.879408613501454,38.879408613501454,4.484492042632311,1
2023-04-04,Chennai,38.56225786453048,28.445454816928955,58.886016620352166,14.480018330630921,1009.0825870049881,8.406221177669472,6.9724607745789795,38.56225786453048,36.56225786453048,34.56225786453048,36.56225786453048,4.203110588834736,0
2023-04-04,Kolkata,42.540720703812426,29.18717758212043,77.85091088545842,11.333983090286623,1005.4590089338437,6.78399428298164,7.237071454221781,42.540720703812426,40.540720703812426,38.540720703812426,40.540720703812426,3.39199714149082,1
2023-04-04,Jaipur,41.23596743778356,23.093185289366605,27.193657585531774,11.626831460086084,1008.5637018180762,4.741408016074407,9.453836894032985,41.23596743778356,39.23596743778356,37.23596743778356,39.23596743778356,2.3707040080372037,1
2023-04-04,Lucknow,40.50782086073384,29.97805387819571,88.11871909067563,17.68684202426829,1010.8680601537515,9.271516412800253,7.842296701944711,40.50782086073384,38.50782086073384,36.50782086073384,38.50782086073384,4.635758206400126,1
